num|uid|filepath|filename|line-start|line-end|name|parameters|returns|description
446||lua/weapons/zdev_weapon_base_pistol/init.lua|init.lua|134|139|SWEP:Equip|ply||
447||lua/weapons/zdev_weapon_base_pistol/init.lua|init.lua|144|146|SWEP:OnDrop|||
448||lua/weapons/zdev_weapon_base_pistol/init.lua|init.lua|151|154|SWEP:ValidateOwnership|||
449||lua/weapons/zdev_weapon_base_pistol/shared.lua|shared.lua|165|458|SWEP:Initialize|||
450||lua/weapons/zdev_weapon_base_pistol/shared.lua|shared.lua|181|197|SWEP:Deploy|||
451||lua/weapons/zdev_weapon_base_pistol/shared.lua|shared.lua|202|208|SWEP:Holster|wep||
452||lua/weapons/zdev_weapon_base_pistol/shared.lua|shared.lua|213|247|SWEP:Think|||
453||lua/weapons/zdev_weapon_base_pistol/shared.lua|shared.lua|253|278|SWEP:GetCurrentSpread|||
454||lua/weapons/zdev_weapon_base_pistol/shared.lua|shared.lua|285|295|SWEP:GetDamageAtDistance|distance||
455||lua/weapons/zdev_weapon_base_pistol/shared.lua|shared.lua|301|332|SWEP:ApplyRecoil|||
456||lua/weapons/zdev_weapon_base_pistol/shared.lua|shared.lua|337|400|SWEP:PrimaryAttack|||
457||lua/weapons/zdev_weapon_base_pistol/shared.lua|shared.lua|405|412|SWEP:SecondaryAttack|||
458||lua/weapons/zdev_weapon_base_pistol/shared.lua|shared.lua|417|446|SWEP:Reload|||
459||lua/weapons/zdev_weapon_base_pistol/shared.lua|shared.lua|451|458|SWEP:CanPrimaryAttack|||
460||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|5|6|SWEP:DrawHUD|||
461||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|8|10|SWEP:DrawHUDBackground|||
462||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|12|14|SWEP:DoDrawCrosshair|x, y||
463||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|16|18|SWEP:DrawWeaponSelection|x, y, width, height, alpha||
464||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|20|21|SWEP:PrintWeaponInfo|x, y, alpha||
465||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|23|25|SWEP:DrawWorldModel|flags||
466||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|27|29|SWEP:DrawWorldModelTranslucent|flags||
467||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|31|32|SWEP:ViewModelDrawn|viewModel, flags||
468||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|34|36|SWEP:PreDrawViewModel|vm, weapon, ply, flags||
469||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|38|39|SWEP:PostDrawViewModel|vm, weapon, ply, flags||
470||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|41|43|SWEP:ShouldDrawViewModel|||
471||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|45|47|SWEP:GetViewModelPosition|eyePos, eyeAng||
472||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|49|51|SWEP:CalcViewModelView|viewModel, oldEyePos, oldEyeAng, eyePos, eyeAng||
473||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|53|55|SWEP:CalcView|ply, pos, ang, fov||
474||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|57|59|SWEP:TranslateFOV|currentFOV||
475||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|61|63|SWEP:AdjustMouseSensitivity|||
476||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|65|67|SWEP:FreezeMovement|||
477||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|69|71|SWEP:HUDShouldDraw|element||
478||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|73|75|SWEP:CustomAmmoDisplay|||
479||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|77|78|SWEP:RenderScreen|||
480||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|80|84|SWEP:Initialize|||
481||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|86|93|SWEP:Holster|||
482||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|95|509|SWEP:ViewModelDrawn|||
483||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|203|509|SWEP:DrawWorldModel|||
484||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|319|359|SWEP:GetBoneOrientation|basetab, tab, ent, bone_override||
485||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|361|509|SWEP:CreateModels|tab||
486||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|408|509|SWEP:UpdateBonePositions|vm||
487||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|472|509|SWEP:ResetBonePositions|vm||
488||lua/weapons/zdev_weapon_base_throwable/cl_init.lua|cl_init.lua|490|509|table.FullCopy|tab||Fully copies the table, meaning all tables inside this table are copied too and so on (normal table.Copy copies only their reference). Does not copy entities of course, only copies their reference. WARNING: do not use on tables that contain themselves somewhere down the line or you'll get an infinite loop
489||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|91|95|SWEP:SetupDataTables|||
490||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|97|99|SWEP:Initialize|||
491||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|101|102|SWEP:Think|||
492||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|104|105|SWEP:Tick|||
493||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|107|109|SWEP:Deploy|||
494||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|111|113|SWEP:Holster|||
495||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|115|117|SWEP:OnRemove|||
496||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|119|120|SWEP:OnReloaded|||
497||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|122|123|SWEP:OnRestore|||
498||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|125|126|SWEP:Equip|newOwner||
499||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|128|129|SWEP:EquipAmmo|ply||
500||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|131|132|SWEP:OnDrop|owner||
501||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|134|135|SWEP:OwnerChanged|||
502||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|137|139|SWEP:TranslateActivity|act||
503||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|141|143|SWEP:SetWeaponHoldType|name||
504||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|145|147|SWEP:AcceptInput|inputName, activator, caller, data||
505||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|149|151|SWEP:KeyValue|key, value||
506||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|153|155|SWEP:FireAnimationEvent|pos, ang, event, options, source||
507||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|157|165|SWEP:PrimaryAttack|||
508||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|167|175|SWEP:SecondaryAttack|||
509||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|177|179|SWEP:Reload|||
510||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|181|183|SWEP:CanPrimaryAttack|||
511||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|185|187|SWEP:CanSecondaryAttack|||
512||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|189|191|SWEP:TakePrimaryAmmo|amount||
513||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|193|195|SWEP:TakeSecondaryAmmo|amount||
514||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|197|202|SWEP:Ammo1|||
515||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|204|209|SWEP:Ammo2|||
516||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|211|213|SWEP:GetCapabilities|||
517||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|215|217|SWEP:ShouldDropOnDie|||
518||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|219|221|SWEP:DoImpactEffect|traceResult, damageType||
519||lua/weapons/zdev_weapon_base_throwable/shared.lua|shared.lua|223|225|SWEP:GetTracerOrigin|||
520||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|205|216|GenerateIP|ent||============================================================================ FAKE DATA GENERATORS ============================================================================
521||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|218|1377|GenerateMAC|ent||
522||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|234|239|GeneratePort|ent||
523||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|248|1377|ScanForTargets|ply, wep||
524||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|351|398|UpdateLockOn|wep, targets||
525||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|403|427|ApplyAimAssist|ply, wep||============================================================================ AIM ASSIST (Lock-on centering) ============================================================================
526||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|433|437|DrawScanLine|x, y, w, h, rt||
527||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|439|453|DrawCornerBrackets|x, y, w, h, size, color||
528||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|455|1377|DrawSignalBars|x, y, signal, maxBars||
529||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|484|499|DrawThreatIndicator|x, y, threat||
530||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|504|1377|DrawTargetReticle|target, isLocked, rt||============================================================================ TARGET RETICLE DRAWING ============================================================================
531||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|579|1377|DrawTargetInfoPanel|target, isLocked, rt||============================================================================ TARGET INFO PANEL ============================================================================
532||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|672|1377|DrawScanOverlay|rt||============================================================================ SCAN OVERLAY (Edge frame & ambient effects) ============================================================================
533||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|739|1377|DrawScanEffect|target, progress, rt||Draw scan animation over target
534||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|781|808|DrawHackedEffect|target, rt, intensity||"Draw ""HACKED"" glitch effect over target"
535||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|811|842|DrawOverloadEffect|target, rt, elapsed||Draw overload effect (damage/explosion warning)
536||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|845|857|DrawConvertedIndicator|target, rt||Draw converted ally indicator
537||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|862|1377|DrawHackerHUD|wep||============================================================================ MAIN HUD DRAW FUNCTION ============================================================================
538||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|990|1029|HandleLockInput|wep||============================================================================ INPUT HANDLING FOR LOCK-ON ============================================================================
539||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|1037|1377|DrawScreenHUD|weapon, w, h, rt||
540||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|1160|1377|DrawScanEffect|target, progress, rt||Draw scan animation over target
541||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|1202|1229|DrawHackedEffect|target, rt, intensity||"Draw ""HACKED"" glitch effect over target"
542||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|1232|1263|DrawOverloadEffect|target, rt, elapsed||Draw overload effect (damage/explosion warning)
543||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|1266|1278|DrawConvertedIndicator|target, rt||Draw converted ally indicator
544||lua/weapons/zdev_weapon_hacker/cl_hud_targeting.lua|cl_hud_targeting.lua|1350|1375|SWEP:DoDrawCrosshair|x, y||Example: Custom crosshair
545||lua/weapons/zdev_weapon_hacker/cl_init.lua|cl_init.lua|22|27|DrawMaterial|x, y, w, h, mat, clr||
546||lua/weapons/zdev_weapon_hacker/cl_init.lua|cl_init.lua|29|58|SWEP:Initialize|||
547||lua/weapons/zdev_weapon_hacker/cl_init.lua|cl_init.lua|61|476|SWEP:ViewModelDrawn|||
548||lua/weapons/zdev_weapon_hacker/cl_init.lua|cl_init.lua|169|476|SWEP:DrawWorldModel|||
549||lua/weapons/zdev_weapon_hacker/cl_init.lua|cl_init.lua|285|325|SWEP:GetBoneOrientation|basetab, tab, ent, bone_override||
550||lua/weapons/zdev_weapon_hacker/cl_init.lua|cl_init.lua|327|476|SWEP:CreateModels|tab||
551||lua/weapons/zdev_weapon_hacker/cl_init.lua|cl_init.lua|374|476|SWEP:UpdateBonePositions|vm||
552||lua/weapons/zdev_weapon_hacker/cl_init.lua|cl_init.lua|438|476|SWEP:ResetBonePositions|vm||
553||lua/weapons/zdev_weapon_hacker/cl_init.lua|cl_init.lua|456|476|table.FullCopy|tab||Fully copies the table, meaning all tables inside this table are copied too and so on (normal table.Copy copies only their reference). Does not copy entities of course, only copies their reference. WARNING: do not use on tables that contain themselves somewhere down the line or you'll get an infinite loop
554||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|265|268|SWEP:IsTargetScanned|ent||
555||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|270|273|SWEP:IsTargetExploited|ent||
556||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|275|286|SWEP:MarkTargetScanned|ent, data||
557||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|288|291|SWEP:MarkTargetExploited|ent||
558||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|293|1425|SWEP:GetTargetLog|||
559||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|311|320|SWEP:StartAnimation|animId, duration||Start an animation
560||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|323|326|SWEP:IsAnimationPlaying|||Check if animation is playing
561||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|329|333|SWEP:GetAnimationProgress|||Get animation progress (0 to 1)
562||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|336|350|SWEP:EndAnimation|||End animation
563||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|353|407|SWEP:OnTargetCommandComplete|animId, targetEnt||Handle target command completion (CLIENT)
564||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|416|418|RandomIP|||Generate random IP address
565||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|421|1425|RandomMAC|||Generate random MAC address
566||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|432|1425|RandomHex|length||Generate random hex string
567||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|442|1425|DrawScanAnimation|weapon, w, h, progress, rt||Animation: Network Scan (scaled for viewmodel screen)
568||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|516|1425|DrawDecryptAnimation|weapon, w, h, progress, rt||Animation: Decrypt Data (scaled for viewmodel screen)
569||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|573|1425|DrawExploitAnimation|weapon, w, h, progress, rt||Animation: Run Exploit (scaled for viewmodel screen)
570||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|643|1425|DrawBackdoorAnimation|weapon, w, h, progress, rt||Animation: Install Backdoor (scaled for viewmodel screen)
571||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|710|1425|DrawLogsAnimation|weapon, w, h, progress, rt||Animation: Clear Logs (scaled for viewmodel screen)
572||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|800|1425|DrawDisconnectAnimation|weapon, w, h, progress, rt||Animation: Disconnect (scaled for viewmodel screen)
573||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|896|904|SWEP:DrawHUD|||DrawHUD hook - only used to detect animation completion
574||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1152|1425|SWEP:GetFilteredMenu|menu||Get filtered menu (handles dynamic items like TARGET COMMANDS)
575||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1168|1179|SWEP:MenuNavigateUp|||Menu navigation: Move selection up
576||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1182|1193|SWEP:MenuNavigateDown|||Menu navigation: Move selection down
577||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1196|1220|SWEP:MenuSelect|||Menu navigation: Select current item
578||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1223|1237|SWEP:MenuBack|||Menu navigation: Go back / Cancel
579||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1243|1270|SWEP:Think|||
580||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1276|1283|SWEP:PrimaryAttack|||
581||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1289|1302|SWEP:SecondaryAttack|||
582||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1308|1311|SWEP:Reload|||
583||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1317|1329|SWEP:Deploy|||
584||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1331|1337|SWEP:Holster|||
585||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1339|1341|SWEP:OnRemove|||
586||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1362|1402|SWEP:Initialize|||
587||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1404|1420|SWEP:Holster|||
588||lua/weapons/zdev_weapon_hacker/shared.lua|shared.lua|1422|1424|SWEP:OnRemove|||
589||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|164|993|DrawGrid|x, y, w, h, Dw, DH, line_color, vertex_color||
590||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|209|218|SWEP:ToggleAimLaser|force_state||
591||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|226|262|SWEP:Initialize|||
592||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|267|277|SWEP:Holster|||
593||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|282|284|SWEP:OnRemove|||
594||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|291|330|SWEP:PrimaryAttack|||
595||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|335|344|SWEP:SecondaryAttack|||
596||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|352|365|SWEP:Reload|||
597||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|367|369|SWEP:Think|||
598||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|390|422|SWEP:GetTracerShootPos|Position, Ent, Attachment||--------------------------------------------------------]]
599||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|424|463|SWEP:PostDrawViewModel|vm, weapon, ply||
600||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|469|474|SWEP:DrawHUD|||======================================================== FUNC DrawHUD() ========================================================
601||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|481|526|FormatViewModelAttachment|nFOV, vOrigin, bFrom --[[= false]]||======================================================== FUNC FormatViewModelAttachment() ======================================================== FIXME: The nFOV parameter should be replaced with ViewModelFOV() when it's binded
602||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|532|993|SWEP:ViewModelDrawn|||
603||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|671|993|SWEP:DrawWorldModel|||
604||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|790|830|SWEP:GetBoneOrientation|basetab, tab, ent, bone_override||
605||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|835|993|SWEP:CreateModels|tab||
606||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|884|993|SWEP:UpdateBonePositions|vm||
607||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|951|993|SWEP:ResetBonePositions|vm||
608||lua/weapons/zdev_weapon_laser_rifle.lua|zdev_weapon_laser_rifle.lua|969|991|table.FullCopy|tab||Fully copies the table, meaning all tables inside this table are copied too and so on (normal table.Copy copies only their reference). Does not copy entities of course, only copies their reference. WARNING: do not use on tables that contain themselves somewhere down the line or you'll get an infinite loop
609||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|82|119|SWEP:Initialize|||
610||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|124|134|SWEP:Holster|||
611||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|139|141|SWEP:OnRemove|||
612||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|147|149|SWEP:Deploy|||
613||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|156|186|SWEP:PrimaryAttack|||Define the primary attack function
614||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|193|212|SWEP:Think|||Think function to handle rope rendering
615||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|219|236|SWEP:SecondaryAttack|||Define the secondary attack function
616||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|242|247|SWEP:DrawHUD|||
617||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|254|299|FormatViewModelAttachment|nFOV, vOrigin, bFrom --[[= false]]||======================================================== FUNC FormatViewModelAttachment() ======================================================== FIXME: The nFOV parameter should be replaced with ViewModelFOV() when it's binded
618||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|305|759|SWEP:ViewModelDrawn|||
619||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|437|759|SWEP:DrawWorldModel|||
620||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|556|596|SWEP:GetBoneOrientation|basetab, tab, ent, bone_override||
621||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|601|759|SWEP:CreateModels|tab||
622||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|650|759|SWEP:UpdateBonePositions|vm||
623||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|717|759|SWEP:ResetBonePositions|vm||
624||lua/weapons/zdev_weapon_photon_rifle.lua|zdev_weapon_photon_rifle.lua|735|757|table.FullCopy|tab||Fully copies the table, meaning all tables inside this table are copied too and so on (normal table.Copy copies only their reference). Does not copy entities of course, only copies their reference. WARNING: do not use on tables that contain themselves somewhere down the line or you'll get an infinite loop
625||lua/weapons/zdev_weapon_template_firearm.lua|zdev_weapon_template_firearm.lua|42|60|SWEP:PrimaryAttack|||
626||lua/weapons/zdev_weapon_template_firearm.lua|zdev_weapon_template_firearm.lua|63|72|SWEP:SecondaryAttack|||
627|ZDEV_FUNC_C14336FD|lua/zdev/cl_init.lua|cl_init.lua|97|146|ZDEV.MATS.CreateAll|||
628|ZDEV_FUNC_4E9ADCF4|lua/zdev/client/hud/zd_cl_hud_dev_effects.lua|zd_cl_hud_dev_effects.lua|14|16|ZDEV.CHUD.DrawEffects|||
629||lua/zdev/client/hud/zd_cl_hud_msg.lua|zd_cl_hud_msg.lua|19|251|CONV_HUD_CLR_PRI|||
630||lua/zdev/client/hud/zd_cl_hud_msg.lua|zd_cl_hud_msg.lua|20|251|CONV_HUD_CLR_SEC|||
631||lua/zdev/client/hud/zd_cl_hud_msg.lua|zd_cl_hud_msg.lua|77|251|PaintMessages|||
632|ZDEV_FUNC_2E1DF3A6|lua/zdev/client/hud/zd_cl_hud_msg.lua|zd_cl_hud_msg.lua|125|136|ZDEV.CHUD.DrawMessages|||
633||lua/zdev/client/hud/zd_cl_hud_msg.lua|zd_cl_hud_msg.lua|165|251|PaintMarkers|||
634|ZDEV_FUNC_2018274D|lua/zdev/client/hud/zd_cl_hud_msg.lua|zd_cl_hud_msg.lua|200|211|ZDEV.CHUD.DrawMarkers|||
635|ZDEV_FUNC_FCC5C1B0|lua/zdev/client/menu/zd_cl_menu_admin.lua|zd_cl_menu_admin.lua|61|221|ZDEV.VGUI.AdminMenu|ply, cmd, arg||
636||lua/zdev/client/menu/zd_cl_menu_base.lua|zd_cl_menu_base.lua|10|32|PANEL:Init|||
637||lua/zdev/client/menu/zd_cl_menu_base.lua|zd_cl_menu_base.lua|34|37|PANEL:SetMenuTitle|title||
638||lua/zdev/client/menu/zd_cl_menu_base.lua|zd_cl_menu_base.lua|39|43|PANEL:AddToContent|panel||
639||lua/zdev/client/menu/zd_cl_menu_dev.lua|zd_cl_menu_dev.lua|86|413|PopulateRows|pr, tbl||
640|ZDEV_FUNC_BCF5B694|lua/zdev/client/menu/zd_cl_menu_dev.lua|zd_cl_menu_dev.lua|119|413|ZDEV.VGUI.DevMenu|ply, cmd, arg||
641||lua/zdev/client/menu/zd_cl_menu_dev.lua|zd_cl_menu_dev.lua|318|323|SendZDevConCmd|cmd||
642||lua/zdev/client/menu/zd_cl_menu_dev.lua|zd_cl_menu_dev.lua|325|327|inQuad|fraction, beginning, change||
643|ZDEV_FUNC_B82A89AD|lua/zdev/client/menu/zd_cl_menu_dev.lua|zd_cl_menu_dev.lua|336|398|ZDEV.VGUI.DevConsole|ply, cnd, arg||[[
644|ZDEV_FUNC_592FDFA6|lua/zdev/client/menu/zd_cl_menu_dev.lua|zd_cl_menu_dev.lua|402|407|ZDEV.VGUI.DevConsole_Close|ply, cnd, arg||
645||lua/zdev/client/menu/zd_cl_menu_dev_efx.lua|zd_cl_menu_dev_efx.lua|77|372|PopulateRows|pr, tbl||
646||lua/zdev/client/menu/zd_cl_menu_dev_efx.lua|zd_cl_menu_dev_efx.lua|123|372|CacheEffects|menu||FUNC-CL Store local Cache of All registered scripted effects and store a copy in the passed menu
647||lua/zdev/client/menu/zd_cl_menu_dev_efx.lua|zd_cl_menu_dev_efx.lua|174|372|LoadMetaFuncs|pnl||
648|ZDEV_FUNC_CDFA21EE|lua/zdev/client/menu/zd_cl_menu_dev_efx.lua|zd_cl_menu_dev_efx.lua|191|372|ZDEV.VGUI.EffectsMenu|ply, cmd, arg||
649||lua/zdev/client/menu/zd_cl_menu_dev_env.lua|zd_cl_menu_dev_env.lua|74|87|SaveFile|pnl||
